customer_id,district,age_group,current_package,monthly_data_usage_gb,youtube_usage_gb,social_usage_gb,voice_minutes,sms_usage,monthly_spend_lkr,reload_frequency,add_on_count,device_type,is_5g_supported,sim_type,router_owned,churn_risk_score,complaint_count,previous_offer_response,days_since_last_change,predicted_best_action,predicted_offer,accepted
C1146,Matara,46-60,50GB,15.5,8.8,3.6,1784,449,2720,15,3,Basic_Phone,0,4G,0,0.16,3,Rejected,110,No_Action,No_Offer,1
C1147,Negombo,26-35,100GB,66.4,25.8,14.5,1521,273,10035,17,4,5G_Mobile,1,4G,0,0.5,6,Ignored,476,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1148,Galle,26-35,20GB,9.5,2.3,1.4,878,438,8627,16,8,5G_Mobile,1,5G,1,0.36,4,Ignored,114,No_Action,No_Offer,1
C1149,Kurunegala,26-35,100GB,19.7,6.5,4.0,1042,115,11194,20,5,5G_Mobile,1,5G,0,0.58,2,Ignored,395,No_Action,No_Offer,0
C1150,Jaffna,26-35,10GB,115.4,38.1,25.4,1349,25,1222,6,0,Basic_Phone,0,5G,0,0.54,4,Rejected,451,Buy_Social_Media_Package,Social_Boost_Pack,0
C1151,Negombo,36-45,20GB,13.3,7.8,2.0,1104,352,9167,12,8,5G_Mobile,1,4G,0,0.52,4,Ignored,170,Retention_Offer,Service_Recovery_Pack,0
C1152,Negombo,36-45,10GB,6.7,2.1,2.3,1661,24,7611,17,3,5G_Mobile,1,4G,1,0.29,2,Ignored,359,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1153,Matara,26-35,10GB,42.8,21.3,11.3,268,72,11311,25,1,4G_Mobile,0,4G,1,0.67,2,Ignored,215,Upgrade_to_20GB,Data_Saver_Pack,1
C1154,Matara,46-60,20GB,110.3,57.5,16.8,1749,110,3985,3,10,4G_Mobile,0,4G,0,0.17,3,Rejected,251,Buy_Social_Media_Package,Social_Boost_Pack,0
C1155,Negombo,26-35,50GB,61.4,34.7,19.7,606,13,8409,3,6,5G_Mobile,1,4G,1,0.72,1,Accepted,206,Upgrade_to_100GB,10GB_Bonus,1
C1156,Galle,26-35,100GB,95.2,28.6,15.0,645,269,6801,16,1,Basic_Phone,0,5G,0,0.48,4,Ignored,425,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1157,Matara,26-35,100GB,19.2,10.7,2.8,735,347,6262,5,9,Basic_Phone,0,5G,0,0.01,7,Rejected,340,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1158,Kurunegala,18-25,10GB,71.0,15.8,14.3,527,61,5828,2,10,Basic_Phone,0,4G,0,0.07,5,Accepted,480,Buy_Social_Media_Package,Social_Boost_Pack,0
C1159,Colombo,18-25,20GB,4.8,2.1,0.9,893,348,7942,7,6,Basic_Phone,0,4G,1,0.52,2,Ignored,49,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1160,Galle,46-60,50GB,79.8,19.6,28.4,1772,163,11373,17,0,4G_Mobile,0,4G,1,0.13,7,Rejected,454,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1161,Matara,26-35,10GB,34.2,12.2,5.7,347,233,3655,5,6,Basic_Phone,0,5G,1,0.69,2,Accepted,483,Upgrade_to_20GB,Data_Saver_Pack,1
C1162,Galle,18-25,20GB,54.8,30.7,21.4,101,37,11666,23,0,Basic_Phone,0,4G,1,0.33,3,Ignored,291,Buy_Social_Media_Package,Social_Boost_Pack,1
C1163,Negombo,46-60,50GB,14.1,5.8,4.5,82,389,2191,24,5,4G_Mobile,0,5G,0,0.93,2,Ignored,447,Retention_Offer,20Percent_Loyalty_Discount,1
C1164,Kandy,46-60,50GB,26.6,6.8,8.4,172,219,7562,4,0,5G_Mobile,1,4G,0,0.5,4,Accepted,195,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1165,Matara,18-25,20GB,93.3,55.4,10.5,1262,245,9634,6,6,4G_Mobile,0,5G,1,0.37,7,Ignored,31,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C1166,Galle,36-45,100GB,103.8,21.0,32.2,740,23,11673,21,8,Basic_Phone,0,4G,1,0.09,8,Accepted,455,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1167,Galle,18-25,10GB,55.4,27.5,14.7,1015,478,6114,21,3,5G_Mobile,1,4G,1,0.24,6,Ignored,12,Buy_Social_Media_Package,Social_Boost_Pack,0
C1168,Matara,46-60,50GB,60.4,21.3,14.7,1354,480,2128,11,4,5G_Mobile,1,5G,0,0.4,1,Rejected,358,Upgrade_to_100GB,10GB_Bonus,1
C1169,Kandy,36-45,100GB,65.3,24.9,17.8,1715,240,10120,24,5,4G_Mobile,0,4G,0,1.0,2,Rejected,450,Retention_Offer,20Percent_Loyalty_Discount,0
C1170,Jaffna,46-60,100GB,22.0,12.4,4.6,801,305,2923,19,7,Basic_Phone,0,5G,0,0.78,6,Accepted,490,Retention_Offer,20Percent_Loyalty_Discount,0
C1171,Galle,26-35,20GB,94.1,54.9,28.3,310,64,8821,8,7,5G_Mobile,1,5G,1,0.68,7,Rejected,199,Buy_Social_Media_Package,Social_Boost_Pack,1
C1172,Jaffna,26-35,50GB,71.3,23.8,20.6,717,413,7604,8,3,Basic_Phone,0,4G,0,0.1,6,Ignored,245,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1173,Kandy,36-45,50GB,72.6,16.9,14.8,349,463,9976,22,7,Basic_Phone,0,5G,0,0.77,0,Rejected,183,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1174,Jaffna,36-45,20GB,29.4,7.3,4.9,1455,136,11736,5,0,4G_Mobile,0,4G,0,0.12,8,Ignored,156,Upgrade_to_50GB,5GB_Bonus,1
C1175,Kurunegala,36-45,100GB,37.3,12.3,5.6,25,197,1916,12,8,Basic_Phone,0,5G,1,0.96,1,Rejected,193,Retention_Offer,20Percent_Loyalty_Discount,0
C1176,Negombo,36-45,20GB,35.6,8.2,10.0,418,274,5264,10,10,4G_Mobile,0,4G,0,0.07,5,Ignored,354,Upgrade_to_50GB,5GB_Bonus,0
C1177,Negombo,36-45,10GB,97.1,35.4,11.2,1515,353,593,23,7,Basic_Phone,0,4G,1,0.65,1,Rejected,89,Upgrade_to_20GB,Data_Saver_Pack,1
C1178,Galle,36-45,10GB,61.0,22.3,18.8,393,148,7174,13,9,Basic_Phone,0,4G,0,0.57,1,Rejected,394,Buy_Social_Media_Package,Social_Boost_Pack,1
C1179,Matara,18-25,100GB,84.8,43.9,19.7,211,68,7154,14,10,4G_Mobile,0,4G,0,0.43,3,Accepted,410,Offer_Home_Router,Router_Bundle_Deal,1
C1180,Colombo,46-60,20GB,40.7,22.2,9.3,725,178,3831,10,5,4G_Mobile,0,4G,1,0.21,1,Rejected,327,Upgrade_to_50GB,5GB_Bonus,0
C1181,Jaffna,26-35,50GB,27.1,12.9,7.6,1805,5,1482,17,0,4G_Mobile,0,5G,1,0.61,7,Ignored,398,Offer_Voice_Pack,Unlimited_Local_Voice,1
C1182,Matara,18-25,20GB,64.5,21.9,19.7,449,39,7359,20,4,Basic_Phone,0,5G,1,0.06,7,Accepted,171,Buy_Social_Media_Package,Social_Boost_Pack,0
C1183,Galle,18-25,10GB,22.6,13.5,8.8,512,446,1436,20,10,5G_Mobile,1,4G,0,0.06,4,Ignored,43,Upgrade_to_20GB,Data_Saver_Pack,0
C1184,Matara,18-25,100GB,52.2,16.1,18.7,463,16,1911,3,7,4G_Mobile,0,4G,1,0.03,0,Accepted,199,No_Action,No_Offer,1
C1185,Jaffna,26-35,100GB,10.0,5.4,2.5,1264,186,11423,15,9,5G_Mobile,1,5G,1,0.48,6,Ignored,50,No_Action,No_Offer,0
C1186,Jaffna,36-45,50GB,79.3,23.8,29.6,1042,176,10307,7,6,4G_Mobile,0,5G,1,0.36,5,Ignored,352,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1187,Galle,26-35,10GB,114.0,28.0,17.7,1853,299,2085,11,10,4G_Mobile,0,4G,0,0.29,1,Accepted,94,Buy_Social_Media_Package,Social_Boost_Pack,1
C1188,Matara,36-45,100GB,24.6,7.7,7.2,885,318,3442,12,1,Basic_Phone,0,5G,0,0.62,0,Ignored,456,No_Action,No_Offer,1
C1189,Kurunegala,18-25,20GB,48.6,14.4,18.1,1378,297,9468,11,0,5G_Mobile,1,4G,0,0.76,0,Accepted,278,Buy_Social_Media_Package,Social_Boost_Pack,1
C1190,Kurunegala,36-45,20GB,24.4,11.6,3.8,705,95,8031,8,5,5G_Mobile,1,5G,1,0.74,7,Rejected,227,Upgrade_to_50GB,5GB_Bonus,0
C1191,Jaffna,36-45,100GB,9.0,2.6,3.4,1993,323,3736,10,4,4G_Mobile,0,4G,0,0.69,1,Accepted,214,Offer_Voice_Pack,Unlimited_Local_Voice,0
C1192,Jaffna,26-35,100GB,63.5,20.1,10.2,1562,4,6930,10,2,5G_Mobile,1,4G,1,0.84,0,Accepted,219,Retention_Offer,20Percent_Loyalty_Discount,1
C1193,Negombo,18-25,10GB,119.3,42.0,29.0,712,168,10018,15,5,Basic_Phone,0,5G,0,0.23,8,Ignored,388,Buy_Social_Media_Package,Social_Boost_Pack,0
C1194,Matara,36-45,100GB,101.8,48.4,28.2,1225,471,7271,12,8,4G_Mobile,0,4G,0,0.16,4,Ignored,219,Offer_Home_Router,Router_Bundle_Deal,1
C1195,Kurunegala,46-60,50GB,89.9,29.4,29.4,668,405,7998,12,7,Basic_Phone,0,5G,0,0.08,0,Accepted,125,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1196,Matara,26-35,100GB,105.4,35.1,35.1,1359,323,4108,16,7,5G_Mobile,1,5G,1,0.79,0,Accepted,111,Retention_Offer,20Percent_Loyalty_Discount,0
C1197,Jaffna,46-60,50GB,9.1,2.7,3.3,36,486,4494,14,8,5G_Mobile,1,4G,0,0.46,4,Rejected,389,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1198,Jaffna,26-35,100GB,114.8,50.1,17.0,1935,257,6839,6,3,5G_Mobile,1,4G,1,0.27,1,Accepted,258,Offer_Voice_Pack,Unlimited_Local_Voice,1
C1199,Jaffna,26-35,10GB,6.6,2.4,1.3,119,264,4649,9,9,Basic_Phone,0,4G,1,0.1,8,Rejected,80,No_Action,No_Offer,1
C1200,Matara,18-25,50GB,37.3,18.2,6.0,1859,69,11672,14,0,5G_Mobile,1,4G,0,0.53,2,Rejected,405,Offer_Voice_Pack,Unlimited_Local_Voice,1
C1201,Colombo,18-25,100GB,15.8,5.0,1.7,1602,98,11603,9,9,5G_Mobile,1,5G,1,0.87,8,Accepted,412,Retention_Offer,20Percent_Loyalty_Discount,0
C1202,Galle,26-35,50GB,90.7,38.6,21.8,758,29,6217,21,0,Basic_Phone,0,5G,1,0.0,2,Rejected,467,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1203,Jaffna,18-25,20GB,73.0,35.7,27.1,480,203,3961,22,1,4G_Mobile,0,4G,0,0.91,3,Accepted,36,Buy_Social_Media_Package,Social_Boost_Pack,0
C1204,Galle,46-60,100GB,66.1,37.3,19.5,1626,97,8981,2,5,5G_Mobile,1,4G,1,0.03,5,Rejected,282,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1205,Matara,18-25,10GB,26.2,11.4,6.5,387,249,3422,24,0,Basic_Phone,0,4G,0,0.32,6,Ignored,436,Upgrade_to_20GB,Data_Saver_Pack,1
C1206,Kurunegala,36-45,10GB,108.6,56.5,30.3,1075,487,7219,23,7,Basic_Phone,0,5G,1,0.44,5,Rejected,418,Buy_Social_Media_Package,Social_Boost_Pack,1
C1207,Galle,18-25,50GB,103.6,22.3,14.5,1310,147,5666,2,10,Basic_Phone,0,5G,0,0.24,3,Rejected,128,Upgrade_to_100GB,10GB_Bonus,1
C1208,Matara,46-60,50GB,66.7,25.4,7.7,90,311,6211,14,1,4G_Mobile,0,4G,0,0.86,5,Ignored,237,Upgrade_to_100GB,10GB_Bonus,1
C1209,Matara,46-60,50GB,20.3,8.6,5.0,1026,72,4569,19,10,Basic_Phone,0,5G,0,0.66,8,Ignored,202,Retention_Offer,Service_Recovery_Pack,1
C1210,Matara,36-45,50GB,103.7,28.9,17.1,1211,104,3860,6,1,4G_Mobile,0,4G,0,0.07,1,Ignored,469,Upgrade_to_100GB,10GB_Bonus,1
C1211,Galle,46-60,50GB,21.5,12.7,4.7,1751,220,5505,1,0,5G_Mobile,1,4G,1,0.14,7,Accepted,45,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1212,Kurunegala,26-35,50GB,72.9,27.8,11.8,727,97,596,23,0,4G_Mobile,0,4G,0,0.56,0,Accepted,450,Upgrade_to_100GB,10GB_Bonus,1
C1213,Negombo,18-25,50GB,64.1,30.8,11.2,1099,229,2325,6,10,4G_Mobile,0,4G,0,0.76,7,Rejected,64,Upgrade_to_100GB,10GB_Bonus,1
C1214,Kandy,26-35,100GB,65.4,32.3,20.2,1164,493,3061,4,5,4G_Mobile,0,4G,1,0.4,1,Rejected,199,No_Action,No_Offer,0
C1215,Galle,36-45,20GB,101.7,54.0,32.5,1449,88,2688,7,7,5G_Mobile,1,5G,1,0.29,3,Accepted,385,Buy_Social_Media_Package,Social_Boost_Pack,0
C1216,Kurunegala,18-25,100GB,111.3,52.4,39.4,1133,89,1825,9,9,4G_Mobile,0,5G,0,0.27,4,Ignored,124,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C1217,Galle,36-45,100GB,105.3,37.6,31.2,1180,73,5921,20,8,4G_Mobile,0,5G,1,0.73,7,Rejected,17,Offer_New_Phone,5G_Phone_Upgrade_Offer,1
C1218,Kurunegala,46-60,10GB,37.2,12.5,12.9,263,29,9129,24,2,5G_Mobile,1,4G,1,0.52,3,Ignored,133,Buy_Social_Media_Package,Social_Boost_Pack,1
C1219,Galle,26-35,10GB,17.5,7.3,2.8,1844,77,1057,21,7,5G_Mobile,1,4G,1,0.46,8,Accepted,392,Upgrade_to_20GB,Data_Saver_Pack,0
C1220,Colombo,26-35,20GB,81.8,46.1,9.0,1651,106,8021,8,5,Basic_Phone,0,5G,1,0.11,1,Ignored,452,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1221,Galle,46-60,100GB,68.1,35.9,21.6,1827,480,6823,23,1,Basic_Phone,0,5G,1,0.1,6,Accepted,50,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1222,Kandy,46-60,10GB,71.0,32.7,23.6,739,84,7188,9,10,Basic_Phone,0,4G,0,0.58,7,Accepted,475,Buy_Social_Media_Package,Social_Boost_Pack,0
C1223,Matara,36-45,50GB,83.3,26.5,27.5,1508,434,9660,4,7,5G_Mobile,1,4G,1,0.73,2,Ignored,365,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1224,Kandy,36-45,20GB,63.4,36.8,7.9,1576,204,8748,13,1,4G_Mobile,0,5G,0,0.49,4,Ignored,464,Upgrade_to_50GB,5GB_Bonus,1
C1225,Kurunegala,36-45,100GB,111.2,62.0,43.6,545,450,1387,11,10,5G_Mobile,1,4G,1,0.34,5,Rejected,411,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1226,Kandy,46-60,100GB,73.5,31.2,8.2,1323,5,11078,23,3,4G_Mobile,0,4G,1,0.02,6,Ignored,217,No_Action,No_Offer,1
C1227,Kandy,18-25,50GB,49.6,24.6,14.4,1114,443,10638,14,10,5G_Mobile,1,4G,0,0.87,7,Accepted,98,Upgrade_to_100GB,10GB_Bonus,0
C1228,Galle,18-25,100GB,70.6,35.8,19.4,1579,341,3124,21,6,4G_Mobile,0,4G,1,0.1,0,Accepted,454,No_Action,No_Offer,0
C1229,Galle,26-35,100GB,57.5,19.3,16.9,370,435,572,7,3,4G_Mobile,0,4G,1,0.08,7,Ignored,467,No_Action,No_Offer,0
C1230,Colombo,18-25,50GB,17.6,8.5,5.4,1728,205,4940,22,2,Basic_Phone,0,5G,1,0.7,2,Rejected,172,No_Action,No_Offer,0
C1231,Kandy,46-60,100GB,101.6,22.2,37.2,485,0,1770,24,8,4G_Mobile,0,4G,1,0.14,2,Ignored,410,No_Action,No_Offer,1
C1232,Matara,36-45,20GB,47.2,18.7,15.7,315,310,8560,12,7,4G_Mobile,0,4G,1,0.85,0,Rejected,138,Buy_Social_Media_Package,Social_Boost_Pack,1
C1233,Kandy,18-25,10GB,24.8,13.4,3.6,1164,247,1148,24,9,Basic_Phone,0,5G,0,0.45,5,Rejected,270,Upgrade_to_20GB,Data_Saver_Pack,0
C1234,Negombo,46-60,50GB,51.4,26.3,9.1,1790,105,8964,20,1,5G_Mobile,1,5G,1,0.06,0,Ignored,381,Upgrade_to_100GB,10GB_Bonus,0
C1235,Colombo,36-45,10GB,68.4,14.5,19.9,632,133,5409,11,7,5G_Mobile,1,4G,0,0.24,5,Accepted,393,Buy_Social_Media_Package,Social_Boost_Pack,1
C1236,Kandy,26-35,20GB,113.2,23.9,33.2,588,165,9329,20,6,4G_Mobile,0,4G,0,0.16,7,Ignored,172,Buy_Social_Media_Package,Social_Boost_Pack,1
C1237,Galle,18-25,20GB,104.8,61.4,38.9,1443,174,9141,25,6,5G_Mobile,1,5G,0,0.37,4,Ignored,262,Buy_Social_Media_Package,Social_Boost_Pack,0
C1238,Negombo,26-35,50GB,9.7,2.1,2.3,1797,441,8507,19,0,Basic_Phone,0,4G,0,0.84,3,Rejected,139,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1239,Colombo,26-35,100GB,96.7,32.1,37.5,1803,229,9000,22,8,4G_Mobile,0,5G,0,0.23,1,Accepted,207,Offer_New_Phone,5G_Phone_Upgrade_Offer,1
C1240,Colombo,26-35,10GB,57.9,20.5,9.0,591,383,3407,10,2,5G_Mobile,1,5G,0,0.85,5,Rejected,334,Upgrade_to_20GB,Data_Saver_Pack,1
C1241,Negombo,26-35,10GB,13.7,4.1,2.5,1272,131,11119,8,4,4G_Mobile,0,5G,0,0.7,3,Ignored,80,Upgrade_to_20GB,Data_Saver_Pack,0
C1242,Galle,18-25,50GB,112.5,54.9,32.4,321,74,679,12,9,Basic_Phone,0,4G,0,0.42,4,Rejected,305,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1243,Galle,46-60,100GB,50.2,16.6,12.3,1488,60,2861,6,0,5G_Mobile,1,5G,1,0.64,3,Ignored,72,Retention_Offer,Service_Recovery_Pack,0
C1244,Colombo,18-25,100GB,19.2,5.4,2.4,1488,497,3427,17,7,Basic_Phone,0,5G,0,0.91,3,Ignored,65,Retention_Offer,20Percent_Loyalty_Discount,0
C1245,Galle,26-35,20GB,116.2,54.7,13.5,1893,483,3955,22,9,4G_Mobile,0,4G,0,0.62,1,Rejected,489,Buy_Social_Media_Package,Social_Boost_Pack,0
C1246,Negombo,18-25,100GB,108.2,38.2,32.7,1287,192,10706,8,4,Basic_Phone,0,5G,1,0.55,3,Accepted,261,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1247,Colombo,46-60,50GB,5.2,2.1,0.8,65,93,656,18,3,4G_Mobile,0,5G,1,0.85,3,Rejected,230,Retention_Offer,20Percent_Loyalty_Discount,0
C1248,Kandy,26-35,50GB,104.0,30.9,32.0,1833,447,11744,24,7,5G_Mobile,1,5G,0,0.07,3,Rejected,274,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1249,Kurunegala,46-60,100GB,60.7,27.8,15.3,631,290,9400,20,1,5G_Mobile,1,4G,1,0.14,2,Ignored,112,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C1250,Kurunegala,18-25,100GB,58.3,14.3,8.9,668,117,7375,6,3,Basic_Phone,0,4G,0,0.15,6,Ignored,406,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1251,Jaffna,26-35,100GB,116.1,30.0,31.4,1102,15,10191,16,2,4G_Mobile,0,4G,0,0.37,4,Accepted,467,Offer_Home_Router,Router_Bundle_Deal,0
C1252,Colombo,26-35,20GB,8.3,4.6,1.6,1798,141,11254,20,2,5G_Mobile,1,5G,1,0.8,4,Ignored,44,Retention_Offer,20Percent_Loyalty_Discount,0
C1253,Galle,36-45,100GB,112.8,41.2,28.3,1431,452,11626,14,6,5G_Mobile,1,4G,0,0.96,2,Rejected,117,Offer_Home_Router,Router_Bundle_Deal,1
C1254,Kurunegala,26-35,20GB,72.8,26.1,21.3,1443,273,1119,19,10,4G_Mobile,0,5G,0,0.37,3,Accepted,123,Buy_Social_Media_Package,Social_Boost_Pack,0
C1255,Matara,36-45,20GB,117.2,41.2,22.6,1207,183,3385,23,10,Basic_Phone,0,5G,0,0.28,5,Accepted,298,Buy_Social_Media_Package,Social_Boost_Pack,1
C1256,Jaffna,18-25,20GB,49.1,29.1,8.8,1832,49,857,7,2,4G_Mobile,0,4G,0,0.7,5,Ignored,493,Upgrade_to_50GB,5GB_Bonus,0
C1257,Colombo,18-25,10GB,32.7,18.2,10.0,521,422,4354,14,9,5G_Mobile,1,5G,0,0.94,3,Ignored,385,Upgrade_to_20GB,Data_Saver_Pack,1
C1258,Colombo,18-25,50GB,58.8,19.7,8.7,1346,103,9698,14,6,5G_Mobile,1,5G,1,0.29,7,Rejected,255,Upgrade_to_100GB,10GB_Bonus,0
C1259,Galle,46-60,50GB,16.8,5.8,4.9,625,361,7514,14,2,Basic_Phone,0,5G,0,0.75,3,Rejected,226,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1260,Kandy,26-35,10GB,82.3,18.5,22.0,43,127,6836,24,5,5G_Mobile,1,4G,1,0.82,5,Rejected,414,Buy_Social_Media_Package,Social_Boost_Pack,1
C1261,Matara,18-25,100GB,110.2,34.7,25.6,1488,203,4433,25,8,Basic_Phone,0,4G,0,0.1,2,Accepted,97,Offer_Home_Router,Router_Bundle_Deal,1
C1262,Matara,46-60,100GB,97.7,51.8,35.5,1615,265,4793,9,5,5G_Mobile,1,5G,0,0.15,0,Rejected,364,Offer_Home_Router,Router_Bundle_Deal,1
C1263,Galle,46-60,100GB,61.2,34.1,20.9,41,306,6269,11,1,5G_Mobile,1,5G,1,0.35,6,Ignored,50,No_Action,No_Offer,0
C1264,Kandy,46-60,20GB,49.7,22.3,5.7,1293,403,8891,12,4,5G_Mobile,1,4G,1,0.43,7,Ignored,229,Upgrade_to_50GB,5GB_Bonus,1
C1265,Matara,26-35,50GB,58.9,16.9,21.0,1004,44,1181,13,9,5G_Mobile,1,4G,0,0.1,2,Ignored,62,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1266,Negombo,18-25,50GB,85.9,21.6,27.7,1603,286,9432,6,1,5G_Mobile,1,4G,1,0.12,3,Ignored,416,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C1267,Negombo,26-35,10GB,112.4,52.9,20.5,998,184,6567,23,1,5G_Mobile,1,5G,1,0.71,5,Accepted,65,Buy_Social_Media_Package,Social_Boost_Pack,0
C1268,Kurunegala,26-35,50GB,64.6,22.7,8.5,157,325,11676,24,8,5G_Mobile,1,4G,1,0.57,5,Rejected,380,Upgrade_to_100GB,10GB_Bonus,0
C1269,Galle,46-60,100GB,3.0,1.1,0.6,1503,369,9955,1,7,Basic_Phone,0,5G,1,0.57,5,Ignored,79,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1270,Colombo,18-25,50GB,16.1,7.7,3.9,1054,98,8796,4,1,Basic_Phone,0,4G,1,0.88,6,Accepted,232,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1271,Negombo,46-60,50GB,110.2,64.3,35.6,553,345,10302,6,4,4G_Mobile,0,4G,1,0.92,5,Accepted,449,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C1272,Colombo,18-25,20GB,82.6,41.1,26.6,161,381,3118,7,9,4G_Mobile,0,5G,0,0.73,7,Accepted,390,Buy_Social_Media_Package,Social_Boost_Pack,0
C1273,Negombo,36-45,20GB,98.4,23.2,36.9,1290,424,6568,17,5,4G_Mobile,0,4G,0,0.14,7,Rejected,141,Buy_Social_Media_Package,Social_Boost_Pack,1
C1274,Kandy,18-25,100GB,43.4,24.7,12.3,1276,112,5269,12,8,4G_Mobile,0,5G,0,0.16,2,Ignored,284,No_Action,No_Offer,1
C1275,Negombo,26-35,100GB,65.3,34.4,9.0,1106,424,9398,7,8,Basic_Phone,0,5G,0,0.2,0,Ignored,272,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C1276,Kurunegala,18-25,10GB,101.9,57.0,38.3,41,400,1442,2,9,4G_Mobile,0,4G,0,0.7,2,Ignored,160,Buy_Social_Media_Package,Social_Boost_Pack,1
C1277,Galle,26-35,10GB,44.6,22.9,9.9,720,299,10554,1,5,4G_Mobile,0,5G,1,0.3,8,Accepted,7,Upgrade_to_20GB,Data_Saver_Pack,0
C1278,Colombo,26-35,50GB,95.3,27.9,19.4,1192,367,6833,8,9,4G_Mobile,0,4G,1,0.98,1,Rejected,441,Upgrade_to_100GB,10GB_Bonus,1
C1279,Negombo,46-60,100GB,110.2,55.3,21.2,825,222,2253,14,10,Basic_Phone,0,5G,0,0.62,7,Rejected,13,Offer_Home_Router,Router_Bundle_Deal,1
C1280,Galle,18-25,10GB,82.9,26.4,17.2,766,312,3488,8,8,Basic_Phone,0,4G,0,0.85,3,Ignored,156,Buy_Social_Media_Package,Social_Boost_Pack,1
C1281,Galle,46-60,20GB,94.0,26.2,25.6,155,138,10468,20,2,4G_Mobile,0,4G,0,0.02,4,Rejected,452,Buy_Social_Media_Package,Social_Boost_Pack,1
C1282,Kandy,18-25,50GB,30.6,14.9,7.2,182,321,1881,11,9,4G_Mobile,0,5G,0,0.38,7,Rejected,371,No_Action,No_Offer,0
C1283,Jaffna,26-35,20GB,103.5,35.9,32.5,1839,488,5987,7,1,Basic_Phone,0,5G,1,0.52,3,Ignored,387,Buy_Social_Media_Package,Social_Boost_Pack,0
C1284,Matara,46-60,100GB,54.2,28.5,11.1,1712,155,9445,20,1,5G_Mobile,1,4G,0,0.0,4,Rejected,159,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C1285,Jaffna,36-45,50GB,51.9,12.1,10.9,527,135,9471,19,10,4G_Mobile,0,5G,0,0.55,8,Accepted,304,Upgrade_to_100GB,10GB_Bonus,0
C1286,Matara,36-45,50GB,72.4,14.8,20.0,692,6,7527,25,3,4G_Mobile,0,4G,0,0.66,2,Accepted,348,Upgrade_to_100GB,10GB_Bonus,1
C1287,Kandy,36-45,100GB,91.3,44.5,29.9,892,20,2556,6,3,4G_Mobile,0,5G,1,0.67,3,Rejected,162,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C1288,Negombo,18-25,100GB,71.3,21.4,17.0,470,6,7856,6,2,5G_Mobile,1,5G,1,0.48,8,Ignored,98,No_Action,No_Offer,0
C1289,Colombo,18-25,20GB,49.6,20.4,17.3,917,51,1304,20,7,5G_Mobile,1,5G,0,0.09,3,Rejected,313,Buy_Social_Media_Package,Social_Boost_Pack,0
C1290,Kandy,18-25,100GB,11.6,4.4,2.6,1240,148,5318,17,0,5G_Mobile,1,5G,0,0.7,3,Accepted,442,Retention_Offer,Service_Recovery_Pack,1
C1291,Galle,36-45,10GB,33.9,9.7,13.1,1274,44,10739,8,1,4G_Mobile,0,4G,0,0.01,8,Accepted,484,Buy_Social_Media_Package,Social_Boost_Pack,0
C1292,Galle,36-45,100GB,94.3,26.4,33.1,615,65,11773,19,8,Basic_Phone,0,4G,1,0.26,3,Ignored,278,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C1293,Jaffna,18-25,50GB,55.3,23.2,19.6,1356,369,8053,18,10,5G_Mobile,1,4G,0,0.22,4,Ignored,8,Upgrade_to_100GB,10GB_Bonus,1
C1294,Jaffna,36-45,100GB,59.2,30.5,9.6,330,325,9900,2,0,4G_Mobile,0,4G,0,0.16,5,Accepted,261,No_Action,No_Offer,0
